,Playlist,Track Name,Artist Name,Duration (ms),Popularity,Instrumentalness,Lyrics Path
37,United States Viral 50,Sax to Me,Dj Seven,363924,60,0.669,../../Data_Files/Song_Lyrics/united_states_viral_50/SaxtoMe_DjSeven.txt
38,United States Viral 50,broken,lovelytheband,204878,78,4.26e-06,../../Data_Files/Song_Lyrics/united_states_viral_50/broken_lovelytheband.txt
39,United States Viral 50,Nephew (feat. Lil Pump),Smokepurpp,202962,82,0.0,../../Data_Files/Song_Lyrics/united_states_viral_50/NephewfeatLilPump_Smokepurpp.txt
40,United States Viral 50,Do You Think About Me,Captain Cuts,216393,58,8.62e-05,../../Data_Files/Song_Lyrics/united_states_viral_50/DoYouThinkAboutMe_CaptainCuts.txt
41,United States Viral 50,Underwater,RÜFÜS DU SOL,349319,65,0.0153,../../Data_Files/Song_Lyrics/united_states_viral_50/Underwater_RFSDUSOL.txt
42,United States Viral 50,No Rest,Lil Skies,135535,79,4.47e-06,../../Data_Files/Song_Lyrics/united_states_viral_50/NoRest_LilSkies.txt
43,United States Viral 50,Dancin - Krono Remix (Extended),Aaron Smith,256133,31,0.0417,../../Data_Files/Song_Lyrics/united_states_viral_50/DancinKronoRemixExtended_AaronSmith.txt
44,United States Viral 50,L A M B T A L K,Quavo,172440,76,0.0,../../Data_Files/Song_Lyrics/united_states_viral_50/LAMBTALK_Quavo.txt
45,United States Viral 50,Go To Town,Doja Cat,217813,62,1.07e-06,../../Data_Files/Song_Lyrics/united_states_viral_50/GoToTown_DojaCat.txt
46,United States Viral 50,The Few Things (with Charlotte Lawrence),JP Saxe,211567,61,5.88e-06,../../Data_Files/Song_Lyrics/united_states_viral_50/TheFewThingswithCharlotteLawrence_JPSaxe.txt
47,United States Viral 50,Ned Flanders (feat. A$AP Ferg),MadeinTYO,161013,80,0.0,../../Data_Files/Song_Lyrics/united_states_viral_50/NedFlandersfeatAAPFerg_MadeinTYO.txt
48,United States Viral 50,Happy Now,Zedd,207029,91,1.49e-06,../../Data_Files/Song_Lyrics/united_states_viral_50/HappyNow_Zedd.txt
49,United States Viral 50,Taste (feat. Offset),Tyga,232959,95,0.0,../../Data_Files/Song_Lyrics/united_states_viral_50/TastefeatOffset_Tyga.txt
