,Playlist,Track Name,Artist Name,Duration (ms),Popularity,Instrumentalness,Lyrics Path,compound,negative,neutral,positive
0,Global Viral 50,Baby Shark,Pinkfong,96332,71,0.0,../../Data_Files/Song_Lyrics/global_viral_50/BabyShark_Pinkfong.txt,0.050383333333333336,0.0,0.9607500000000001,0.03925
1,Global Viral 50,Be Alright,Dean Lewis,196373,90,0.0,../../Data_Files/Song_Lyrics/global_viral_50/BeAlright_DeanLewis.txt,0.08075833333333333,0.05852777777777778,0.7264166666666667,0.21508333333333335
2,Global Viral 50,W O R K I N M E,Quavo,169620,83,7.06e-06,../../Data_Files/Song_Lyrics/global_viral_50/WORKINME_Quavo.txt,0.033766666666666674,0.08143750000000001,0.7978541666666666,0.12066666666666666
3,Global Viral 50,Eastside (with Halsey & Khalid),benny blanco,173799,95,0.0,../../Data_Files/Song_Lyrics/global_viral_50/EastsidewithHalseyKhalid_bennyblanco.txt,0.033766666666666674,0.08143750000000001,0.7978541666666666,0.12066666666666666
4,Global Viral 50,Quero Que Tu Vá,Ananda,139188,79,0.0,../../Data_Files/Song_Lyrics/global_viral_50/QueroQueTuV_Ananda.txt,-0.020144444444444444,0.024,0.9640833333333332,0.011916666666666666
5,Global Viral 50,Back In Your Heart,Junior J,172000,62,0.0,../../Data_Files/Song_Lyrics/global_viral_50/BackInYourHeart_JuniorJ.txt,-0.0011941176470588253,0.05707843137254903,0.900470588235294,0.04245098039215686
6,Global Viral 50,In My Mind,Dynoro,184560,94,1.1e-05,../../Data_Files/Song_Lyrics/global_viral_50/InMyMind_Dynoro.txt,-0.0011941176470588253,0.05707843137254903,0.900470588235294,0.04245098039215686
7,Global Viral 50,Magic In The Hamptons (feat. Lil Yachty),Social House,164640,80,0.0,../../Data_Files/Song_Lyrics/global_viral_50/MagicInTheHamptonsfeatLilYachty_SocialHouse.txt,0.051084444444444446,0.04017777777777778,0.8856888888888886,0.07413333333333334
8,Global Viral 50,Só Você,Dennis DJ,161444,79,0.0,../../Data_Files/Song_Lyrics/global_viral_50/SVoc_DennisDJ.txt,0.014381818181818185,0.018863636363636364,0.966,0.015136363636363637
9,Global Viral 50,¿Qué Tiene?,Ximena Sariñana,177272,71,0.00462,../../Data_Files/Song_Lyrics/global_viral_50/QuTiene_XimenaSariana.txt,-0.08705882352941176,0.11349999999999999,0.8865,0.0
10,Global Viral 50,Drew Barrymore,Bryce Vine,190471,81,0.00118,../../Data_Files/Song_Lyrics/global_viral_50/DrewBarrymore_BryceVine.txt,0.0728953125,0.02259375,0.82459375,0.15281250000000002
11,Global Viral 50,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,163636,87,0.0,../../Data_Files/Song_Lyrics/global_viral_50/WheneverfeatConorMaynard_KrisKrossAmsterdam.txt,0.0728953125,0.02259375,0.82459375,0.15281250000000002
12,Global Viral 50,Mo Bamba,Sheck Wes,180897,84,0.00114,../../Data_Files/Song_Lyrics/global_viral_50/MoBamba_SheckWes.txt,-0.16020243902439024,0.20734146341463416,0.7266585365853658,0.06597560975609756
13,Global Viral 50,SICKO MODE,Travis Scott,312820,95,0.0,../../Data_Files/Song_Lyrics/global_viral_50/SICKOMODE_TravisScott.txt,0.07135,0.07182653061224491,0.7631428571428571,0.16503061224489798
14,Global Viral 50,Tie Me Down (with Elley Duhé),Gryffin,218295,82,0.0,../../Data_Files/Song_Lyrics/global_viral_50/TieMeDownwithElleyDuh_Gryffin.txt,0.07135,0.07182653061224491,0.7631428571428571,0.16503061224489798
15,Global Viral 50,Noticed,Lil Mosey,165000,81,0.0,../../Data_Files/Song_Lyrics/global_viral_50/Noticed_LilMosey.txt,-0.056487272727272726,0.10130909090909089,0.8058181818181819,0.0928909090909091
