,Playlist,Track Name,Artist Name,Duration (ms),Popularity,Instrumentalness,Lyrics Path
0,mint,Don't Leave Me Alone (feat. Anne-Marie) - Oliver Heldens Remix,David Guetta,204223,61,5.56e-05,../../Data_Files/Song_Lyrics/mint/DontLeaveMeAlonefeatAnneMarieOliverHeldensRemix_DavidGuetta.txt
1,mint,One Kiss - Oliver Heldens Remix,Calvin Harris,281266,51,0.000468,../../Data_Files/Song_Lyrics/mint/OneKissOliverHeldensRemix_CalvinHarris.txt
2,mint,Body,Loud Luxury,163216,87,9.44e-05,../../Data_Files/Song_Lyrics/mint/Body_LoudLuxury.txt
3,mint,High On Life (feat. Bonn),Martin Garrix,230761,85,0.0,../../Data_Files/Song_Lyrics/mint/HighOnLifefeatBonn_MartinGarrix.txt
4,mint,Losing It,FISHER,248035,69,0.7,../../Data_Files/Song_Lyrics/mint/LosingIt_FISHER.txt
5,mint,Monophobia,deadmau5,214670,69,0.0039700000000000004,../../Data_Files/Song_Lyrics/mint/Monophobia_deadmau5.txt
6,mint,REMEDY,Alesso,190295,73,0.0,../../Data_Files/Song_Lyrics/mint/REMEDY_Alesso.txt
7,mint,Born To Be Yours,Kygo,193320,78,0.0,../../Data_Files/Song_Lyrics/mint/BornToBeYours_Kygo.txt
8,mint,Jackie Chan,Tiësto,215759,94,0.0,../../Data_Files/Song_Lyrics/mint/JackieChan_Tisto.txt
9,mint,Electricity (with Dua Lipa),Silk City,238173,0,3.33e-06,../../Data_Files/Song_Lyrics/mint/ElectricitywithDuaLipa_SilkCity.txt
10,mint,In My Mind,Dynoro,184560,94,1.1e-05,../../Data_Files/Song_Lyrics/mint/InMyMind_Dynoro.txt
11,mint,Drive (feat. Delilah Montagu) - Edit,Black Coffee,191258,70,0.0443,../../Data_Files/Song_Lyrics/mint/DrivefeatDelilahMontaguEdit_BlackCoffee.txt
12,mint,Blah Blah Blah,Armin van Buuren,183518,48,0.0037799999999999995,../../Data_Files/Song_Lyrics/mint/BlahBlahBlah_ArminvanBuuren.txt
13,mint,Happier,Marshmello,214289,89,0.0,../../Data_Files/Song_Lyrics/mint/Happier_Marshmello.txt
14,mint,Nobody Like You - Sun Soaked Mix,Kaskade,240796,63,0.5920000000000001,../../Data_Files/Song_Lyrics/mint/NobodyLikeYouSunSoakedMix_Kaskade.txt
15,mint,Mama Look At Me Now,Galantis,178131,70,2.2e-05,../../Data_Files/Song_Lyrics/mint/MamaLookAtMeNow_Galantis.txt
16,mint,Side Effects - Fedde Le Grand Remix,The Chainsmokers,172360,59,2.8300000000000003e-05,../../Data_Files/Song_Lyrics/mint/SideEffectsFeddeLeGrandRemix_TheChainsmokers.txt
17,mint,Dancing Alone,Axwell /\ Ingrosso,253770,65,0.0,../../Data_Files/Song_Lyrics/mint/DancingAlone_AxwellIngrosso.txt
18,mint,Finest Hour (feat. Abir),Cash Cash,215781,80,0.0,../../Data_Files/Song_Lyrics/mint/FinestHourfeatAbir_CashCash.txt
19,mint,Promises (with Sam Smith),Calvin Harris,213309,90,4.91e-06,../../Data_Files/Song_Lyrics/mint/PromiseswithSamSmith_CalvinHarris.txt
20,mint,Without You (feat. Sandro Cavazza),Avicii,181672,83,0.0,../../Data_Files/Song_Lyrics/mint/WithoutYoufeatSandroCavazza_Avicii.txt
21,mint,Ignite (feat. SEUNGRI),K-391,210288,77,6.39e-06,../../Data_Files/Song_Lyrics/mint/IgnitefeatSEUNGRI_K391.txt
22,mint,I Could Be Wrong,Lucas & Steve,177273,57,0.0,../../Data_Files/Song_Lyrics/mint/ICouldBeWrong_LucasSteve.txt
23,mint,Be Right Here,Kungs,191000,70,2.2e-05,../../Data_Files/Song_Lyrics/mint/BeRightHere_Kungs.txt
24,mint,Your Love,David Guetta,185620,80,0.496,../../Data_Files/Song_Lyrics/mint/YourLove_DavidGuetta.txt
25,mint,Footprint,Steve Brian,200624,62,0.0252,../../Data_Files/Song_Lyrics/mint/Footprint_SteveBrian.txt
26,mint,Darkside,Alan Walker,211866,86,0.0,../../Data_Files/Song_Lyrics/mint/Darkside_AlanWalker.txt
27,mint,WOW,Tiësto,148125,69,0.52,../../Data_Files/Song_Lyrics/mint/WOW_Tisto.txt
28,mint,Who You Are (feat. MIO),Syn Cole,195000,57,0.0,../../Data_Files/Song_Lyrics/mint/WhoYouArefeatMIO_SynCole.txt
29,mint,Sun In Our Eyes - Don Diablo Remix,MØ,206452,60,2.64e-06,../../Data_Files/Song_Lyrics/mint/SunInOurEyesDonDiabloRemix_M.txt
30,mint,Rise - TV Noise Ibiza Mix,Jonas Blue,219920,64,1.15e-05,../../Data_Files/Song_Lyrics/mint/RiseTVNoiseIbizaMix_JonasBlue.txt
31,mint,Magenta Riddim,DJ Snake,194490,73,0.838,../../Data_Files/Song_Lyrics/mint/MagentaRiddim_DJSnake.txt
32,mint,Changa - Blanke Remix,Pnau,188470,63,0.11900000000000001,../../Data_Files/Song_Lyrics/mint/ChangaBlankeRemix_Pnau.txt
33,mint,Only You (with Little Mix),Cheat Codes,189401,83,0.0,../../Data_Files/Song_Lyrics/mint/OnlyYouwithLittleMix_CheatCodes.txt
34,mint,Like I Do,David Guetta,202500,82,0.0145,../../Data_Files/Song_Lyrics/mint/LikeIDo_DavidGuetta.txt
35,mint,Audio - CID Remix,Sia,161973,69,0.000131,../../Data_Files/Song_Lyrics/mint/AudioCIDRemix_Sia.txt
36,mint,Favela,Ina Wroldsen,185104,69,0.00233,../../Data_Files/Song_Lyrics/mint/Favela_InaWroldsen.txt
